"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-20T06:47:18Z","escooter",52.508046,13.498906
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-20T05:06:36Z","escooter",52.508158,13.495912
"6d1b7886-0f6d-4981-b71a-1e0078d4823c","2021-12-20T06:46:30Z","escooter",52.508663,13.497405
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-20T06:46:05Z","escooter",52.508203,13.495939
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-20T05:06:36Z","escooter",52.508158,13.495912
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-20T07:38:41Z","escooter",52.508203,13.495939
"1fdda4d1-c658-41ff-8c45-26d2ab5917b8","2021-12-20T07:39:17Z","escooter",52.509363,13.49971
"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-20T07:37:21Z","escooter",52.508046,13.498906
"6d1b7886-0f6d-4981-b71a-1e0078d4823c","2021-12-20T07:36:33Z","escooter",52.508663,13.497405
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-20T08:46:11Z","escooter",52.508249,13.495863
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-20T08:46:13Z","escooter",52.508203,13.495939
"1fdda4d1-c658-41ff-8c45-26d2ab5917b8","2021-12-20T08:43:27Z","escooter",52.509359,13.499732
"6d1b7886-0f6d-4981-b71a-1e0078d4823c","2021-12-20T08:46:37Z","escooter",52.508663,13.497405
"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-20T08:47:26Z","escooter",52.508046,13.498906
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-20T10:16:17Z","escooter",52.508194,13.495832
"1fdda4d1-c658-41ff-8c45-26d2ab5917b8","2021-12-20T10:19:17Z","escooter",52.509359,13.499732
"51ac1eee-b186-4638-9dad-3e96a03c9056","2021-12-20T10:20:24Z","escooter",52.508038,13.496974
"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-20T10:18:02Z","escooter",52.508046,13.498906
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-20T10:16:18Z","escooter",52.508203,13.495939
"6d1b7886-0f6d-4981-b71a-1e0078d4823c","2021-12-20T10:16:43Z","escooter",52.508663,13.497405
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-20T15:46:38Z","escooter",52.508203,13.495939
"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-20T15:37:50Z","escooter",52.508046,13.498906
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-20T17:46:45Z","escooter",52.508203,13.495939
"15abc02e-87c7-44ee-9490-f414c76ff7d1","2021-12-20T17:45:49Z","escooter",52.508887,13.49753
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-20T18:46:49Z","escooter",52.508203,13.495939
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-20T18:47:03Z","escooter",52.508211,13.495864
