"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T10:55:18Z","escooter",52.508254,13.49909
"14b97f57-7c71-4c4a-bed7-9ebabdd6bc22","2021-12-08T10:53:13Z","escooter",52.509922,13.498167
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T10:54:34Z","escooter",52.508953,13.497402
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T10:53:42Z","escooter",52.508256,13.495717
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T11:24:36Z","escooter",52.508953,13.497402
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T11:25:20Z","escooter",52.508254,13.49909
"14b97f57-7c71-4c4a-bed7-9ebabdd6bc22","2021-12-08T11:23:14Z","escooter",52.509946,13.498154
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T11:23:44Z","escooter",52.508256,13.495717
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T12:45:25Z","escooter",52.508254,13.49909
"14b97f57-7c71-4c4a-bed7-9ebabdd6bc22","2021-12-08T12:44:14Z","escooter",52.510003,13.498003
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T12:44:41Z","escooter",52.508953,13.497402
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T12:43:49Z","escooter",52.508256,13.495717
"8aeeb23b-1473-4a8d-be01-3a27f3b9b023","2021-12-08T12:46:02Z","escooter",52.510261,13.499217
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T14:23:55Z","escooter",52.508256,13.495717
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T14:25:31Z","escooter",52.508254,13.49909
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T14:24:47Z","escooter",52.508953,13.497402
"8aeeb23b-1473-4a8d-be01-3a27f3b9b023","2021-12-08T14:26:08Z","escooter",52.510261,13.499217
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T15:44:52Z","escooter",52.508953,13.497402
"8aeeb23b-1473-4a8d-be01-3a27f3b9b023","2021-12-08T15:46:13Z","escooter",52.510261,13.499217
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T15:45:36Z","escooter",52.508254,13.49909
"54f5c754-5909-40e0-91e4-fcc981c4d327","2021-12-08T15:46:38Z","escooter",52.508541,13.497269
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T15:44:00Z","escooter",52.508256,13.495717
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T16:55:40Z","escooter",52.508254,13.49909
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T16:54:56Z","escooter",52.508953,13.497402
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T16:54:04Z","escooter",52.508256,13.495717
"54f5c754-5909-40e0-91e4-fcc981c4d327","2021-12-08T16:50:14Z","escooter",52.508541,13.497269
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T17:39:36Z","escooter",52.508256,13.495717
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T17:35:42Z","escooter",52.508254,13.49909
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T17:34:58Z","escooter",52.508953,13.497402
"54f5c754-5909-40e0-91e4-fcc981c4d327","2021-12-08T17:36:44Z","escooter",52.508541,13.497269
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T18:35:02Z","escooter",52.508953,13.497402
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T18:39:36Z","escooter",52.508256,13.495717
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T18:35:46Z","escooter",52.508254,13.49909
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T19:24:13Z","escooter",52.508256,13.495717
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T19:25:05Z","escooter",52.508953,13.497402
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T19:25:49Z","escooter",52.508254,13.49909
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T20:35:09Z","escooter",52.508953,13.497402
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T20:25:52Z","escooter",52.508254,13.49909
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T20:34:17Z","escooter",52.508256,13.495717
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T21:25:12Z","escooter",52.508953,13.497402
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T21:31:36Z","escooter",52.508256,13.495717
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T21:25:56Z","escooter",52.508254,13.49909
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T22:26:00Z","escooter",52.508254,13.49909
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T22:35:17Z","escooter",52.508953,13.497402
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T22:34:25Z","escooter",52.508256,13.495717
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-08T23:28:51Z","escooter",52.508254,13.49909
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-08T23:27:43Z","escooter",52.508953,13.497402
"b7e6ddce-a33f-4893-bb54-acea4a8553ac","2021-12-08T23:31:36Z","escooter",52.508256,13.495717
