ID, created_at, vehicle, latitude, longitude
"1|35084|1|86|8122021","2021-12-08T05:31:00+01:00","U5",52.511135,13.498499
"1|38243|2|86|8122021","2021-12-08T05:31:00+01:00","S75",52.510676,13.498355
"1|44869|0|86|8122021","2021-12-08T05:32:00+01:00","RB25",52.510676,13.498355
"1|37734|0|86|8122021","2021-12-08T05:33:00+01:00","S5",52.510676,13.498355
"1|38251|2|86|8122021","2021-12-08T05:33:00+01:00","S75",52.510676,13.498355
"1|35067|0|86|8122021","2021-12-08T05:36:00+01:00","U5",52.511135,13.498499
"1|38177|1|86|8122021","2021-12-08T05:36:00+01:00","S7",52.510676,13.498355
"1|44881|0|86|8122021","2021-12-08T05:36:00+01:00","RB26",52.510676,13.498355
"1|35164|1|86|8122021","2021-12-08T05:38:00+01:00","U5",52.511135,13.498499
"1|38104|0|86|8122021","2021-12-08T05:38:00+01:00","S7",52.510676,13.498355
"1|18014|3|86|8122021","2021-12-08T05:39:00+01:00","256",52.511953,13.497654
"1|37772|0|86|8122021","2021-12-08T05:40:00+01:00","S5",52.510676,13.498355
"1|18059|0|86|8122021","2021-12-08T05:41:00+01:00","256",52.511953,13.497654
"1|35035|0|86|8122021","2021-12-08T05:41:00+01:00","U5",52.511135,13.498499
"1|38284|0|86|8122021","2021-12-08T05:41:00+01:00","S75",52.510676,13.498355
"1|38243|5|86|8122021","2021-12-08T06:31:00+01:00","S75",52.510676,13.498355
"1|19596|0|86|8122021","2021-12-08T06:32:00+01:00","296",52.510389,13.49947
"1|44866|0|86|8122021","2021-12-08T06:32:00+01:00","RB25",52.510676,13.498355
"1|18030|0|86|8122021","2021-12-08T06:33:00+01:00","256",52.511953,13.497654
"1|37736|0|86|8122021","2021-12-08T06:33:00+01:00","S5",52.510676,13.498355
"1|38251|5|86|8122021","2021-12-08T06:33:00+01:00","S75",52.510676,13.498355
"1|35057|1|86|8122021","2021-12-08T06:35:00+01:00","U5",52.511135,13.498499
"1|35156|2|86|8122021","2021-12-08T06:35:00+01:00","U5",52.511135,13.498499
"1|18061|1|86|8122021","2021-12-08T06:36:00+01:00","256",52.511953,13.497654
"1|38177|4|86|8122021","2021-12-08T06:36:00+01:00","S7",52.510676,13.498355
"1|44914|0|86|8122021","2021-12-08T06:36:00+01:00","RB26",52.510676,13.498355
"1|16812|1|86|8122021","2021-12-08T06:37:00+01:00","240",52.510389,13.49947
"1|38104|3|86|8122021","2021-12-08T06:38:00+01:00","S7",52.510676,13.498355
"1|31158|2|86|8122021","2021-12-08T06:39:00+01:00","21",52.511953,13.497654
"1|35157|2|86|8122021","2021-12-08T06:39:00+01:00","U5",52.511135,13.498499
"1|16859|0|86|8122021","2021-12-08T06:40:00+01:00","240",52.510389,13.49947
"1|35058|1|86|8122021","2021-12-08T06:40:00+01:00","U5",52.511135,13.498499
"1|37783|3|86|8122021","2021-12-08T06:40:00+01:00","S5",52.510676,13.498355
"1|38284|3|86|8122021","2021-12-08T06:41:00+01:00","S75",52.510676,13.498355
"1|7426|0|86|8122021","2021-12-08T07:31:00+01:00","108",52.510389,13.49947
"1|35057|5|86|8122021","2021-12-08T07:31:00+01:00","U5",52.511135,13.498499
"1|35156|6|86|8122021","2021-12-08T07:31:00+01:00","U5",52.511135,13.498499
"1|38244|2|86|8122021","2021-12-08T07:31:00+01:00","S75",52.510676,13.498355
"1|19596|3|86|8122021","2021-12-08T07:32:00+01:00","296",52.510389,13.49947
"1|44867|0|86|8122021","2021-12-08T07:32:00+01:00","RB25",52.510676,13.498355
"1|18029|2|86|8122021","2021-12-08T07:33:00+01:00","256",52.511953,13.497654
"1|37734|1|86|8122021","2021-12-08T07:33:00+01:00","S5",52.510676,13.498355
"1|38252|2|86|8122021","2021-12-08T07:33:00+01:00","S75",52.510676,13.498355
"1|35157|6|86|8122021","2021-12-08T07:35:00+01:00","U5",52.511135,13.498499
"1|18061|4|86|8122021","2021-12-08T07:36:00+01:00","256",52.511953,13.497654
"1|35058|5|86|8122021","2021-12-08T07:36:00+01:00","U5",52.511135,13.498499
"1|38178|1|86|8122021","2021-12-08T07:36:00+01:00","S7",52.510676,13.498355
"1|44881|1|86|8122021","2021-12-08T07:36:00+01:00","RB26",52.510676,13.498355
